iter	Logloss
320	0.08545066336
321	0.08527499592
322	0.08511339367
323	0.08492748506
324	0.08469359531
325	0.08453362789
326	0.08446194674
327	0.08410736208
328	0.08407582413
329	0.08395037408
330	0.0837439856
331	0.08353988093
332	0.08333864334
333	0.08319929291
334	0.08298841631
335	0.08273860558
336	0.08261210568
337	0.08235339975
338	0.08218971477
339	0.08204581381
340	0.08195735695
341	0.0818153381
342	0.08165636631
343	0.08149514335
344	0.08140592539
345	0.08134944055
346	0.08117583636
347	0.08089798687
348	0.08068516785
349	0.08057386918
350	0.0805084446
351	0.08041998121
352	0.08020900939
353	0.08014367067
354	0.08000251951
355	0.07987239717
356	0.07965939421
357	0.07959391933
358	0.07950827176
359	0.07937297414
360	0.07923471898
361	0.07909397556
362	0.07878835481
363	0.07861066134
364	0.07835804175
365	0.07819187994
366	0.07810079907
367	0.07792585632
368	0.0778664948
369	0.07777095397
370	0.07767848894
371	0.07755735974
372	0.07739158369
373	0.0772175173
374	0.07715169392
375	0.07696943767
376	0.07678317372
377	0.0767067761
378	0.07652870574
379	0.07619306912
380	0.07592014401
381	0.07554252712
382	0.07539429014
383	0.075252645
384	0.07509912088
385	0.07490182081
386	0.07471774326
387	0.07461092903
388	0.0744782224
389	0.07439980999
390	0.07421692356
391	0.07408068636
392	0.07397703272
393	0.07382130843
394	0.07375319603
395	0.07372450616
396	0.07351389878
397	0.07335294061
398	0.07321077894
399	0.07315188895
400	0.07296959721
401	0.07278946908
402	0.07274209147
403	0.07266600187
404	0.0724875223
405	0.07242818217
406	0.07231189055
407	0.0722057084
408	0.07204223639
409	0.07186405822
410	0.07178494323
411	0.07167822741
412	0.07144230893
413	0.07124259862
414	0.07110951015
415	0.07097076449
416	0.07081780389
417	0.07068969629
418	0.07061556698
419	0.07046179104
420	0.07034340821
421	0.07023646822
422	0.07016329863
423	0.07000022695
424	0.06985254408
425	0.06966465049
426	0.06953149405
427	0.06949323625
428	0.06939123923
429	0.06929663632
430	0.06914930476
431	0.06901243005
432	0.06888528626
433	0.0686812554
434	0.06862498231
435	0.06844492669
436	0.06832977817
437	0.06823187992
438	0.06810752761
439	0.06803718514
440	0.06800220697
441	0.06785895152
442	0.06773022483
443	0.06761166021
444	0.06750468009
445	0.06728701995
446	0.06725822181
447	0.06714384649
448	0.06704288474
449	0.06692707843
450	0.06681004007
451	0.06669714521
452	0.06654535666
453	0.06647769663
454	0.06638762513
455	0.06625052878
456	0.06610483502
457	0.06596297865
458	0.06586247759
459	0.06570006137
460	0.06561766716
461	0.06553439257
462	0.06550994414
463	0.06540889905
464	0.06532349106
465	0.06519620077
466	0.06504948833
467	0.06491423684
468	0.06474961779
469	0.06463290229
470	0.06454634396
471	0.06447611072
472	0.06441198537
473	0.06430318014
474	0.06416559339
475	0.06405354198
476	0.06389690854
477	0.06386379543
478	0.06379564507
479	0.0637463347
480	0.0637022622
481	0.0635764268
482	0.0634323332
483	0.06327925688
484	0.06315831412
485	0.06301738662
486	0.06283316569
487	0.06277661607
488	0.06269375547
489	0.06264124676
490	0.06257189336
491	0.06249931368
492	0.06239077512
493	0.06232144157
494	0.06229065613
495	0.06215688659
496	0.06209512325
497	0.062030054
498	0.06192100134
499	0.06184174142
500	0.06173695733
501	0.06159058533
502	0.0615228582
503	0.06144980726
504	0.06137745776
505	0.06122363065
506	0.06110430941
507	0.06098041407
508	0.06082785909
509	0.06067048873
510	0.06065034775
511	0.06054963412
512	0.0604306921
513	0.06031488419
514	0.06020856132
515	0.0600722286
516	0.06000811099
517	0.05991346978
518	0.05982528021
519	0.05968863024
520	0.05958020595
521	0.05947152336
522	0.05939088542
523	0.0593487326
524	0.05932825948
525	0.05920237393
526	0.05912970144
527	0.05899438741
528	0.05891075627
529	0.05882908797
530	0.05874706679
531	0.05866181044
532	0.0585332783
533	0.05842487968
534	0.058328535	0.0587560054
536	0.05861379034
537	0.05850019686
538	0.0584139372
539	0.05829663557
540	0.05822891871
541	0.05816602173
542	0.05806383631
543	0.05798591142
544	0.05789710716
545	0.05785824988
546	0.05774824278
547	0.05762356172
548	0.0575239348
549	0.05742114055
550	0.05734314841
551	0.05723523703
552	0.05715640765
553	0.0570853244
554	0.05697870124
555	0.05690619814
556	0.05681857264
557	0.05680105262
558	0.05671491145
559	0.05664791709
560	0.05653097316
561	0.05646026013
562	0.05638166442
563	0.05629927849
564	0.0562097709
565	0.05616962283
566	0.05608829485
567	0.05603215027
568	0.05598138979
569	0.05593359484
570	0.05584540848
571	0.0557400348
572	0.05566406281
573	0.05555007829
574	0.05551511337
575	0.05545397116
576	0.05536301629
577	0.05528359165
578	0.0551710326
579	0.05509577226
580	0.0549925179
581	0.0549563418
582	0.05490350606
583	0.05488509529
584	0.05482966915
585	0.05472537336
586	0.05465493927
587	0.05463750898
588	0.05450663422
589	0.05442417684
590	0.0543510358
591	0.05428142532
592	0.0541881341
593	0.05409200604
594	0.05401409552
595	0.05393224827
596	0.05383568072
597	0.05374183168
598	0.05364524631
599	0.05358527044
600	0.05355489162
601	0.05348167469
602	0.05337721624
603	0.05334226274
604	0.05328082524
605	0.05326410687
606	0.05324931937
607	0.05315038661
608	0.05304838549
609	0.05300611826
610	0.05291606427
611	0.05285397064
612	0.05279303967
613	0.05276150766
614	0.05266982973
615	0.05258769523
616	0.05254444637
617	0.05247747265
618	0.05241022535
619	0.05232159297
620	0.05226628599
621	0.05222952896
622	0.05218084297
623	0.052091741
624	0.05208237448
625	0.05203256876
626	0.05195622584
627	0.05185991006
628	0.05177230369
629	0.05174775454
630	0.05167744219
631	0.05158691417
632	0.05155807607
633	0.05148730923
634	0.051399625963635	0.051305688563636	0.05126368063637	0.051215769637638	0.051168955638639	0.051089042639640	0.051064322640641	0.05095576664642	0.050872079564643	0.05086156212
644	0.05079727674
645	0.05073885576
646	0.05062887015
647	0.05057322798
648	0.05047593616
649	0.05035807593
650	0.05032237708
651	0.05023715407
652	0.05014301083
653	0.05011089665
654	0.05004637293
655	0.049930085655656	0.049868727656657	0.04978530711
658	0.049705777658659	0.04965375957
660	0.04961822277
661	0.04954278048
662	0.0494894506
663	0.04941499264
664	0.04934663569
665	0.0493231994
666	0.04925732437
667	0.04918962052
668	0.04913053776
669	0.04902424246
670	0.04897564108
671	0.04890106191
672	0.04881805831
673	0.04879626052
674	0.04874063396
675	0.04865322435
676	0.04856976756
677	0.04850736297
678	0.04843812688
679	0.04836030846
680	0.04830389452
681	0.04823946837
682	0.04821423976
683	0.04818581528
684	0.04810280227
685	0.04805509442
686	0.04800192832
687	0.04792671945
688	0.04788281893
689	0.04781132059
690	0.04774319806
691	0.04769942636
692	0.04764515555
693	0.04762153061
694	0.04758119581
695	0.04757391514
696	0.04753760102
697	0.04750379796
698	0.04743447865
699	0.04735969764
700	0.04729385102
701	0.04722786468
702	0.04719233358
703	0.04710382742
704	0.04704196434
705	0.04699451077
706	0.04692539611
707	0.04685189755
708	0.04678260863
709	0.0467069074
710	0.04667323257
711	0.04663438674
712	0.04660137388
713	0.04657091364
714	0.04648695728
715	0.0463920421
716	0.04632745695
717	0.04623837167
718	0.04620239912
719	0.04615686176
720	0.04610371918
721	0.04607396243
722	0.04605323171
723	0.04594918163
724	0.04588521617
725	0.04581373297
726	0.04575357589
727	0.04567957591
728	0.04563733593
729	0.04559146809
730	0.04554172641
731	0.04544974601
732	0.0454219435
733	0.04532360966
734	0.04527360647
735	0.04522367547
736	0.04519728987
737	0.04509937709
738	0.04505581197
739	0.04501890078
740	0.04497053047
741	0.04492998931
742	0.0449037438
743	0.04485631388
744	0.04479147923
745	0.04475758689
746	0.04470746931
747	0.04460601742
748	0.04455591956
749	0.04450112345
750	0.04443908934
751	0.04435401417
752	0.04429126482
753	0.04426709887
754	0.04419109772
755	0.04415443723
756	0.04407720049
757	0.04403136441
758	0.04400661921
759	0.04395188744
760	0.04386111307
761	0.04382484993
762	0.04381029203
763	0.04376761775
764	0.04369924304
765	0.04364262208
766	0.04359900917
767	0.0435024012
768	0.04346253393
769	0.0434335384
770	0.04341151235
771	0.04332125195
772	0.04326149755
773	0.04318244964
774	0.04311561267
775	0.04304134386
776	0.04301637528
777	0.04292475468
778	0.04289320873
779	0.04285701767
780	0.04278374531
781	0.04275663665
782	0.04271054734
783	0.04263574297
784	0.04257065291
785	0.04251935789
786	0.04243722214
787	0.04240011883
788	0.04231253792
789	0.04229076773
790	0.04220320541
791	0.04216720518
792	0.04209617467
793	0.04207541529
794	0.04200036552
795	0.04192823544
796	0.04187154263
797	0.04185554708
798	0.04183429949
799	0.04178866812
800	0.04174076399
801	0.04168737269
802	0.04161984474
803	0.04160981797
804	0.04154774412
805	0.04147140243
806	0.04145076176
807	0.04137331348
808	0.04129126325
809	0.04127536968
810	0.04119600752
811	0.04108140885
812	0.04105868825
813	0.04099106082
814	0.04091949939
815	0.04085642695
816	0.04082472503
817	0.04078202275
818	0.04073521104
819	0.04069032624
820	0.04062049109
821	0.04054993624
822	0.04051199362
823	0.04043469049
824	0.0403545769
825	0.04029246252
826	0.04025255767
827	0.04023310391
828	0.04013465039
829	0.04009753551
830	0.04003160628
831	0.03998367335
832	0.03997118926
833	0.03992553138
834	0.0398862216
835	0.03985042852
836	0.03975242296
837	0.03971808269
838	0.0396135033
839	0.03957448491
840	0.03953454309
841	0.03948551123
842	0.03943240349
843	0.03940268644
844	0.03934596185
845	0.03928899378
846	0.03919916384
847	0.03917887557
848	0.03917059142
849	0.03909536611
850	0.03899026267
851	0.03894268404
852	0.03889960941
853	0.03887328622
854	0.03883222948
855	0.03879883371
856	0.0387555259
857	0.03869005456
858	0.03863124177
859	0.03858789185
860	0.03854239395
861	0.03850646866
862	0.03846793179
863	0.03838645351
864	0.03837145649
865	0.03832847072
866	0.03827394362
867	0.03824787616
868	0.03823965314
869	0.038179048
870	0.03811387594
871	0.03807447794
872	0.03805947914
873	0.03801982569
874	0.03796788363
875	0.03791268488
876	0.03789743709
877	0.03784108091
878	0.03779355824
879	0.0377207532
880	0.03766346635
881	0.03763371284
882	0.03758007392
883	0.03754129121
884	0.03753173554
885	0.0374764797
886	0.0374189394
887	0.03741089727
888	0.03735147435
889	0.03733729959
890	0.03728598451
891	0.03724420872
892	0.03721551639
893	0.0371588538
894	0.03711444427
895	0.03709147639
896	0.03704018921
897	0.03701846374
898	0.03695340074
899	0.03691946132
900	0.03686170295
901	0.03678325425
902	0.03673409316
903	0.03661390795
904	0.0365969024
905	0.03656287119
906	0.03651662629
907	0.03647973338
908	0.03644393362
909	0.03635677971
910	0.03634928635
911	0.03626374645
912	0.03625659083
913	0.03622677287
914	0.03615495529
915	0.03611884877
916	0.03606602884
917	0.03599802485
918	0.03596538848
919	0.03594833918
920	0.03590832254
921	0.0358759709
922	0.03581493555
923	0.03576079008
924	0.03568377934
925	0.03560588835
926	0.035544759
927	0.03549867878
928	0.03546123632
929	0.03539011193
930	0.03535799972
931	0.03530033518
932	0.03523704188
933	0.035191439
934	0.03514078399
935	0.03511218409
936	0.03509946438
937	0.03504854006
938	0.0350392699
939	0.03496183788
940	0.03491291343
941	0.03488193919
942	0.03487305578
943	0.03485841503
944	0.0348121312
945	0.03475507253
946	0.03468219223
947	0.03462679747
948	0.03458292229
949	0.03455080105
950	0.03451835946
951	0.0344694335
952	0.03445489673
953	0.03441941229
954	0.03437355159
955	0.03433820478
956	0.03428865172
957	0.03426593321
958	0.0342263669
959	0.0342119671
960	0.03419812977
961	0.03417611565
962	0.03412454609
963	0.03410380158
964	0.03407151004
965	0.03403209796
966	0.0339918197
967	0.03396843744
968	0.03394962356
969	0.0339209879
970	0.03388561055
971	0.03385874927
972	0.03380730425
973	0.03378990707
974	0.03376551088
975	0.03375521586
976	0.03372940144
977	0.03367821417
978	0.03364616812
979	0.03360431369
980	0.03357972583
981	0.03356941257
982	0.03353135228
983	0.0334917743
984	0.03345979974
985	0.03345133952
986	0.03343881616
987	0.03338291375
988	0.03336132417
989	0.03335152168
990	0.03330036615
991	0.03323967221
992	0.03321974425
993	0.03319170566
994	0.03314964879
995	0.0331273806
996	0.0330830664
997	0.03303717686
998	0.03302915833
999	0.03302153009
359
999	0.0308153031
